TranscriptID;section;description;order
191;Misc;"See Nowacki and Landweber 2009 reivew: Epigenetic inheritance in ciliates, for a wider overview of the field.";5
192;Characteristics;"~1.3 kb, transcribed by RNAP II, and exported to the cytoplasm (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/8127653"">Yoshida (1994)</a>).";1
192;Expression;"""Developmentally regulated"" during Dictyostelium discoideum multicellular organization: induced during aggregation and exhibits a distinct expression pattern during stalk formation, ceasing with the onset of culmination (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/8127653"">Yoshida (1994)</a>) (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/7488100"">Kumimoto (1995)</a>) (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/12796308"">Maeda (2003)</a>). dutA expression is not affected by cAMP signaling but requires protein kinase A (PKA) signaling (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/8764472"">Kumimoto (1996)</a>).

A Serial Analysis of Gene Expression (SAGE) study indicates that dutA is the most abundant polyadenylated RNA in the Dictyostelium transcriptome, expressed at a level almost twice that of the next highest gene (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/20309825"">Whitney (2010)</a>).

A microarray analysis of D. discoideum cells infected with Legionella pneumophila indicated down-regulation of dutA mRNA, suggesting a possible function of dutA in host–pathogen interaction (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/16469056"">Farbrother (2006)</a>).";2
192;Function;"The function of dutA remains unclear. Disruption of dutA showed no morphological phenotype under normal conditions of growth and development (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/8127653"">Yoshida (1994)</a>), which may be due to functional redundancy. 

However, over-expression of dutA segments suppresses mutations in the signaling component Dd-STATa (the functional homolog of metazoan STAT transcriptional factors), rescuing stalk formation that is impaired in the mutants and indicating an inhibitory role of dutA in culmination. It also restores expression of target genes and tyrosine phosphorylation, indicating that dutA acts upstream of Dd-STATa in the signal transduction pathway and has an important role in Dictyostelium multicellular development switch (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/17435008"">Shimada (2007)</a>).";3
192;Misc;"Contains some peculiar sequence motifs.";4
192;Name;"DutA: Development-specific but UnTranslatable RNA A";0
193;Characteristics;"1.8 kb, cis-antisense to the pre-spore gene psvA, initiated from a promoter located within the translated region of the psvA gene.";1
193;Expression;"Exhibits a temporal expression inverse to psvA during development.";2
193;Function;"Excess transcription of antisense RNA in vegetative cells and after disaggregation suggests its involvement in the control of psvA RNA levels. This has been suggested to operate at the control of mRNA stability, given that inhibition of RNA synthesis during disaggregation prevented destabilization of the psvA mRNA.";3
194;Characteristics;"2 RNAs of ~5 and ~5.5kb transcribed antisense to the frequency (frq) gene  (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/8052643"">Aronson (1994)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/12607002"">Kramer (2003)</a>).

Antisense transcription initiates at several sites (217, 241 and 278bp) downstream of the frq sense stop codon (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/12607002"">Kramer (2003)</a>).";1
194;Expression;"Antisense RNA showed a cyclic expression pattern but with the opposite rhythm to frq sense RNA and at a lower expression level when Neurospora was grown in the dark (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/12607002"">Kramer (2003)</a>).

Strongly up-regulated when cells exposed to light (as is frq sense) (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/12607002"">Kramer (2003)</a>).";2
194;Function;"Required for entrainment of the circadian clock in Neurospora crassa (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/12607002"">Kramer (2003)</a>).

Loss of antisense transcript altered circadian rhythms with the clock set several hours earlier than normal and causing delayed onset of rhythmic conidiation (spore production) (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/12607002"">Kramer (2003)</a>).

Antisense transcripts were also necessary for proper clock resetting on exposure to light. In the wild type light exposure caused a small resetting of the clock, while loss of antisense transcripts caused a massive resetting of the clock (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/12607002"">Kramer (2003)</a>).";3
194;Misc;"Cyclic expression of the the sense frequency RNA (and frq protein) is required for Neurospora circadian timing.";5
195;"Biological background";"Ciliated protozoa contain two nuclei, a germline nucleus and a somatic nucleus.
- The somatic nucleus is active but not passed on after fertilization.
- The germline nucleus is transcriptionally inert in the mother cell but is transmitted to progeny. The new somatic nucleus is created from this germline nucleus (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19879799"">Nowacki (2009)</a>).

In Paramecium tetraurelia creating the new somatic nucleus requires widespread deletion of repetitive sequences and tens of thousands of internal eliminated sequences (IES) to create the compact somatic nucleus in the progeny (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19879799"">Nowacki (2009)</a>).

Elimination of DNA appears to depend on whether it was present in the maternal somatic nucleus, with DNA present in the maternal somatic nucleus being retained in the progeny somatic nucleus. This process appears to be controlled by interactions between homologous short and long noncoding RNAs (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19879799"">Nowacki (2009)</a>).
";1
195;"Characteristics & Expression";"DNA in the somatic nucleus is transcribed into sense and antisense noncoding RNAs during both vegetative growth and sexual reproduction (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18519642"">Lepère (2008)</a>).";2
195;Function;"RNA transcripts derived from DNA sequences in the maternal somatic nucleus are necessary but not necessarily sufficient to cause retention of this sequence in the progeny somatic nucleus (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18519642"">Lepère (2008)</a>).

For example: introduction of an IE sequence into the maternal somatic nucleus is able to maintain the presence of that IES in the somatic nucleus of the progeny in some cases (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/7649484"">Duharcourt (1995)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/9819394"">Duharcourt (1998)</a>).
However degradation of IES RNA transcripts during the vegetal growth stage prevented maintenance of that IES in progeny somatic nuclei, showing long noncoding transcripts from the maternal somatic nuclei were necessary for maintenance of the DNA in progeny (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18519642"">Lepère (2008)</a>).

Paramecium expresses a complex population of ~25 nuc germline Scan RNAs (scnRNAs) during early meiosis which have homology to all types of germline sequences. Knockdown of scnRNAs allows retention of sequences normally deleted from the progeny somatic nucleus (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19103667"">Lepère (2009)</a>).

ScnRNA : Maternal ncRNA model 
ScnRNAs signal sequences to be deleted while maternal RNAs signal sequences to be maintained. Hypothesised that maternal somatic RNAs deplete homologous germline scnRNAs, preventing excision of these sequences in progeny somatic nuclei. Whereas undepleted scnRNAs do cause excision of target DNA sequences (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/18519642"">Lepère (2008)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/19103667"">Lepère (2009)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/19879799"">Nowacki (2009)</a>).
";3
195;Inheritance;"Non-mendelian epigenetic inheritance, independent from the germline (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19879799"">Nowacki (2009)</a>).";4
195;Misc;"See Nowacki and Landweber 2009 reivew: Epigenetic inheritance in ciliates, for a wider overview of the field.";5
196;Characteristics;"L1 LINE (non-LTR retroelement).

Intergenic, although several spliced ESTs cover locus and L1PA16 is in an intron of these ESTs. 

Size of full length transcript unknown.";1
196;Expression;"Found to be expressed in tumour cell lines but not in fibroblasts (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19625619"">Li (2009)</a>).";2
196;Function;"Fragment from L1PA16 found to bind hPSF protein and release it from GAGE6 proto-oncogene regulatory DNA in-vitro and in-vivo (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19625619"">Li (2009)</a>).

L1PA16 expression caused increased colony formation in culture and a small increase in tumour formation in mice (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19625619"">Li (2009)</a>).

Suggests L1PA16 has oncogenic activity by repressing hPSF tumour suppressor activity (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19625619"">Li (2009)</a>).";3
196;Conservation;"Only described in humans to date";4
197;Characteristics;"LTR retrotransposon. Human endogenous retrovirus.

Integenic.

Size of full length transcript unknown.";1
197;Expression;"Expressed in tumour cell lines but little expression in fibroblasts (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19625619"">Li (2009)</a>).";2
197;Function;"Fragment from Mer11C found to bind hPSF protein, can release it from GAGE6 proto-oncogene regulatory DNA in-vitro and in-vivo (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19625619"">Li (2009)</a>).

Expression caused increased colony formation in culture and a small increase in tumour formation in mice (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19625619"">Li (2009)</a>).

Suggests Mer11C has oncogenic activity by repressing hPSF tumour suppressor activity  (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19625619"">Li (2009)</a>).";3
197;Conservation;"Repeat is human specific";4
198;Characteristics;"Transcript not characterised, RNA fragment maps to repeat rich intergenic region.";1
198;Expression;"Specifically expressed in melanoma cell lines (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19625619"">Li (2009)</a>).";2
198;Function;"Fragment from PSF inhibiting RNA was found to bind hPSF, could release it from GAGE6 proto-oncogene regulatory DNA in-vitro and in-vivo (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19625619"">Li (2009)</a>).

Expression caused increased colony formation in culture and a modest increase in tumour formation in mice (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19625619"">Li (2009)</a>).

Suggests PSF inhibiting RNA has oncogenic activity by repressing the hPSF tumour suppressor (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/19625619"">Li (2009)</a>).";3
198;Conservation;"Only studied in human cells.";4
198;Misc;"Referred to as ""unidentified RNA fragment/gene"" in Li et al paper.";5
199;Characteristics;"Antisense RNA from the lysozyme regulatory region.

Promoter is -1.9kb hormone response element. Transcript extends several hundred nucleotides from a -2.120bp start site through the -2.4kb CTCF binding site to the -2.7kb enhancer.";2
199;Expression;"Transient pulse of LINoCR expression after LPS treatment of macrophages. This expression correlates with upregulation of the lysozyme gene and eviction of the CTCF repressor and positioning of a nucleosome over the CTCF binding site. 

Fast decrease in RNA levels suggested a half-life of 45min or less.";3
199;Function;"LINoCR expression was necessary for chromatin remodeling to switch the lysozyme regulatory region into an active confirmation. 

CTCF protein acts to repress transcription of the lysozyme gene.

Repression of LINoCR expression prevented eviction of CTCF from the -2.4kb element as well as histone modifications of this site and positioning of a nucelosome over the CTCF binding site. This demonstrated that LINoCR expression was necessary for CTCF eviction.

Whether the LINoCR transcript has a function or if it is simply the act of transcription which is necessary is unknown. ";4
199;Name;"LINoCR: LPS Inducible NonCoding RNA";1
199;Conservation;"Identified in chicken.";5
200;Characteristics;"Short interspersed element (SINE) repeat present in more than 10^5 copies in the mouse genome (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/370792"">Kramerov (1979)</a>)

Repeat is ~180nuc long (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/6296779"">Krayev (1982)</a>) but expressed B2 RNAs vary from ~0.2-0.6kb (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/6130513"">Kramerov (1982)</a>,<a href=""http://www.ncbi.nlm.nih.gov/pubmed/2426659"">Fornace (1986)</a>). 

The 5' of B2 SINE is derived from a tRNA (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/3839306"">Lawrence (1985)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/3851163"">Daniels (1985)</a>) while the 3' contains an A rich sequence (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/6296779"">Krayev (1982)</a>).

Transcribed by RNA polymerase III (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/6296779"">Krayev (1982)</a>, <a href=""http://www.ncbi.nlm.nih.gov/pubmed/2581137"">Singh (1985)</a>).";1
200;Expression;"Expression highly induced upon viral infection (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/2581137"">Singh (1985)</a>), heat shock (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/2426659"">Fornace (1986)</a>) and differentially regulated during development (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/2461884"">Bachvarova (1988)</a>).

Also shows higher expression in some tumour cells (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/6130513"">Kramerov (1982)</a>).

Found in the nucleus (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/15300239"">Espinoza (2004)</a>) and the cytoplasm (<a href=""http://www.ncbi.nlm.nih.gov/pubmed/6130513"">Kramerov (1982)</a>).";2
